display_name,method,config_id,year,n_days,start_date,end_date,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,annual_turnover,avg_g_weight,final_wealth
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2017,129,2017-06-28,2017-12-29,0.1416137013834795,0.29527813521776003,0.09643428192715289,2.7325342813106377,3.9104381869997846,-0.02397714386019889,12.314983675262091,0.0,1.0,1.1416137013834795
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2018,251,2018-01-02,2018-12-31,-0.005983069205709235,-0.006006834399078342,0.2155698697617325,0.08014454352846348,-0.03581647122132653,-0.2253859754014398,-0.026651322862389467,0.0,1.0,0.9940169307942908
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2019,252,2019-01-02,2019-12-31,0.4099805185258196,0.4099805185258196,0.15671742347049478,2.2723744294736754,3.2910974449050485,-0.09273238289142105,4.421114887189512,0.0,1.0,1.4099805185258196
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2020,253,2020-01-02,2020-12-31,0.42436687450309374,0.4223768129898795,0.3678830053526428,1.1439854710749742,1.328932394516234,-0.3080815076970511,1.3709904763424474,0.0,1.0,1.4243668745030937
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2021,252,2021-01-04,2021-12-31,0.30412027706908296,0.30412027706908296,0.17965782726144955,1.5686383318638566,2.5081823875309235,-0.09833974395689915,3.092546968623127,0.0,1.0,1.304120277069083
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2022,251,2022-01-03,2022-12-30,-0.30509052839145046,-0.3060974824706154,0.3219157052784959,-0.9734664215275807,-1.6252589525288188,-0.33923625433193116,-0.9023135899004162,0.0,1.0,0.6949094716085495
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2023,250,2023-01-03,2023-12-29,0.47850396744219004,0.4831363333023775,0.16793449693201506,2.432739438403016,5.047499521856036,-0.10688934836837682,4.519967056374283,0.0,1.0,1.47850396744219
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2024,252,2024-01-02,2024-12-31,0.2906118919532208,0.2906118919532208,0.19108933548290258,1.4315300691773154,2.038768405294572,-0.14224853024626027,2.0429869570540675,0.0,1.0,1.2906118919532208
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2025,250,2025-01-02,2025-12-31,0.21805719748590047,0.2199808786455575,0.2501529740922117,0.9189445160781764,1.1436398717384009,-0.24062227279714343,0.9142166104922977,0.0,1.0,1.2180571974859005
100% G Buy & Hold,100% G Buy & Hold,100% G Buy & Hold,2026,93,2026-01-02,2026-05-15,0.1563099408969546,0.48221394960647657,0.20446035791139824,2.0282946102472845,3.973235786474666,-0.1346097218498079,3.5823114629455324,0.0,1.0,1.1563099408969546
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2017,129,2017-06-28,2017-12-29,0.13027929706063812,0.2702751108661401,0.0721681631448806,3.3526264197984683,4.73113172851184,-0.02083301264211901,12.973405023511248,0.0,0.5,1.1302792970606381
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2018,251,2018-01-02,2018-12-31,-0.030164060916918034,-0.030282398243056674,0.1781405568742198,-0.08326123551067591,-0.21300831310865057,-0.19714345811266865,-0.15360589964770785,0.0,0.5,0.969835939083082
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2019,252,2019-01-02,2019-12-31,0.32898739103106567,0.32898739103106567,0.13380319191531934,2.193887008019449,3.05961003492725,-0.08032533051982604,4.095686739189507,0.0,0.5,1.3289873910310657
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2020,253,2020-01-02,2020-12-31,0.2381631570389653,0.23711811410746786,0.3452935555427368,0.790813636447699,0.7765579401524539,-0.335867555191005,0.7059869595698841,0.0,0.5,1.2381631570389653
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2021,252,2021-01-04,2021-12-31,0.31042951275303055,0.31042951275303055,0.13450868160368468,2.0783032454741295,3.4015201522544656,-0.04922338874074084,6.306544931070474,0.0,0.5,1.3104295127530305
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2022,251,2022-01-03,2022-12-30,-0.17062934767878146,-0.1712473061620602,0.25081325481903605,-0.6231814313027201,-1.1033624875986858,-0.2377622693909205,-0.7202459271639156,0.0,0.5,0.8293706523212185
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2023,250,2023-01-03,2023-12-29,0.2814480553973717,0.28399287685920016,0.13392111390676734,1.9343903808173841,3.6684340910952997,-0.09728234414164705,2.9192643265842255,0.0,0.5,1.2814480553973717
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2024,252,2024-01-02,2024-12-31,0.22508688581646874,0.22508688581646874,0.1326074719725089,1.5979641306518915,2.2876248742623004,-0.08880408207890156,2.5346457116293513,0.0,0.5,1.2250868858164687
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2025,250,2025-01-02,2025-12-31,0.17312614952158056,0.17462563122349417,0.19024410293025368,0.9406978376622457,1.1470328859474601,-0.19663743974784953,0.8880589141488958,0.0,0.5,1.1731261495215806
50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,50/50 G-D Buy & Hold,2026,93,2026-01-02,2026-05-15,0.12386615658272215,0.3722087628768582,0.13641133396324498,2.3891485062167006,4.564765861388018,-0.07946920603369745,4.683685435576518,0.0,0.5,1.1238661565827222
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2017,129,2017-06-28,2017-12-29,0.11269164789134689,0.23194888140720837,0.07228935322017939,2.922964758396994,3.9673391912654723,-0.020337802456028564,11.40481533876113,6.5603099895029615,0.4782724940368751,1.112691647891347
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2018,251,2018-01-02,2018-12-31,-0.03313572904107698,-0.0332655234142164,0.1833682301710931,-0.09260163170247017,-0.22962250917532198,-0.19603230679657346,-0.1696940874584345,6.0487821343032815,0.5609097407334289,0.966864270958923
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2019,252,2019-01-02,2019-12-31,0.35116587283219003,0.35116587283219003,0.14319372729457844,2.174799574083417,3.0972456737652716,-0.08382531009583716,4.189258261385534,5.334128083148027,0.6438400521586616,1.35116587283219
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2020,253,2020-01-02,2020-12-31,0.290137029762656,0.28883863062441484,0.3475328019490319,0.9058295302847055,0.9391616070965959,-0.3163326028729786,0.9130852400326128,4.380387518036212,0.5302200773415134,1.290137029762656
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2021,252,2021-01-04,2021-12-31,0.31645453972654347,0.31645453972654347,0.1251042822345098,2.261466558427568,3.682813726322236,-0.047176302513209256,6.70791314427274,2.6813988039811534,0.2438529480505036,1.3164545397265435
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2022,251,2022-01-03,2022-12-30,-0.09491175775093386,-0.095271279813817,0.23628203187199118,-0.3055317470864599,-0.6570830626114194,-0.18035154809078324,-0.5282531856386421,6.403379351237784,0.40061323614862154,0.9050882422490661
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2023,250,2023-01-03,2023-12-29,0.2911416478539606,0.29378371802373016,0.13545332913046199,1.9701102058474453,3.8640069906477694,-0.09591726349870477,3.062886776661401,3.625737052639859,0.4082347815962601,1.2911416478539606
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2024,252,2024-01-02,2024-12-31,0.2040124381939199,0.2040124381939199,0.12329275732042654,1.568139758753163,2.2117492995170247,-0.07163624125564005,2.847894230880764,3.5266790635862897,0.314753019056864,1.20401243819392
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2025,250,2025-01-02,2025-12-31,0.20351504825006494,0.20529994593629586,0.20144633336548295,1.0267462216415508,1.2783723910382008,-0.19938696425057878,1.0296558087833965,4.092208201597571,0.4966963907305704,1.203515048250065
Existing Smooth Score Best Local,Existing Smooth Score Best Local,existing_best_local_tilt50,2026,93,2026-01-02,2026-05-15,0.13746974926997013,0.4176824508419059,0.12810358721887066,2.7904051851362626,5.099953685742204,-0.07329901254554783,5.698336666982506,6.12577750182593,0.42764262338756764,1.1374697492699701
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2017,129,2017-06-28,2017-12-29,0.11677107086042127,0.24078752886321086,0.0645139650335105,3.377884387636799,4.683745412884536,-0.020698837957947802,11.632900810779809,0.0,,1.1167710708604213
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2018,251,2018-01-02,2018-12-31,-0.04569192504650765,-0.04586972432454883,0.17002820451960857,-0.19083963125952483,-0.3300800880173601,-0.19348879248195994,-0.23706656977987772,0.0,,0.9543080749534923
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2019,252,2019-01-02,2019-12-31,0.31223586084495536,0.31223586084495536,0.12483904614205561,2.24039599809834,3.077878994767435,-0.06618372275174167,4.717713780111269,0.0,,1.3122358608449554
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2020,253,2020-01-02,2020-12-31,0.18331562770991594,0.18252863220712623,0.3333192978838549,0.6714382599465428,0.618859782276482,-0.33717388442759166,0.5413486649981766,0.0,,1.183315627709916
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2021,252,2021-01-04,2021-12-31,0.28729630826687713,0.28729630826687713,0.12962882625860728,2.014055610228984,3.1753517257660233,-0.05114120399611144,5.617707167956428,0.0,,1.2872963082668771
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2022,251,2022-01-03,2022-12-30,-0.18175224376771015,-0.18240589651164218,0.2419461167239751,-0.7109988606788735,-1.2130803166839623,-0.2449633490418862,-0.7446252560845446,0.0,,0.8182477562322898
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2023,250,2023-01-03,2023-12-29,0.2617602833042352,0.264109420220338,0.13049358214769116,1.862042154570342,3.3507053386893433,-0.09974273284741308,2.6479063955904825,0.0,,1.2617602833042352
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2024,252,2024-01-02,2024-12-31,0.24886245436869903,0.24886245436869903,0.1254400731552356,1.8352523944858123,2.610338137955113,-0.08405622632201915,2.9606665116669375,0.0,,1.248862454368699
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2025,250,2025-01-02,2025-12-31,0.17719073766190951,0.17872802974924218,0.19447736954149986,0.9419595546351801,1.1753781349687027,-0.18755307864853654,0.9529463927604623,0.0,,1.1771907376619095
SPY Buy & Hold,SPY Buy & Hold,SPY Buy & Hold,2026,93,2026-01-02,2026-05-15,0.08745111366217029,0.2550431472872394,0.13749646164943735,1.7215771477200137,2.8976938179959637,-0.08884972554386894,2.8705001138277417,0.0,,1.0874511136621703
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2017,129,2017-06-28,2017-12-29,0.1342887552334111,0.2790925472610535,0.07293959070751593,3.412853710214174,4.9363804848317505,-0.02103078049672691,13.27066997368403,2.732193345999454,0.5108883202723349,1.134288755233411
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2018,251,2018-01-02,2018-12-31,-0.018200963624406707,-0.018272810843700804,0.1802461033230178,-0.011936180956408454,-0.12649005384453602,-0.19712038846260338,-0.09269873596645951,2.5052127906092068,0.4988978958626677,0.9817990363755933
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2019,252,2019-01-02,2019-12-31,0.33690707755655724,0.33690707755655724,0.13389464157302763,2.2368950675395896,3.100387719396862,-0.07760028276010633,4.341570231104344,1.5521118596026062,0.47235138693843143,1.3369070775565572
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2020,253,2020-01-02,2020-12-31,0.23289384064641494,0.23187401074952474,0.34188172945495493,0.7828369200656905,0.7638859586414202,-0.3447654711154595,0.6725557811787706,2.2558096184405865,0.4843620652667365,1.232893840646415
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2021,252,2021-01-04,2021-12-31,0.3137280084741578,0.3137280084741578,0.13601208090670014,2.075336374343309,3.3899624931760295,-0.04876003027785758,6.434122511540458,1.5879491595328816,0.5220465750429532,1.3137280084741578
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2022,251,2022-01-03,2022-12-30,-0.19451044118098693,-0.19520429137164963,0.2702890723705282,-0.6679817318286769,-1.1883008534510655,-0.24987516291347944,-0.7812072600398469,0.8097568875203727,0.6488947385941536,0.8054895588190131
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2023,250,2023-01-03,2023-12-29,0.3342517339046356,0.3373333593052412,0.13783373363011406,2.178914247738071,4.325749277455485,-0.09639497380401207,3.499491166324701,1.3073311555517448,0.5479537059031924,1.3342517339046356
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2024,252,2024-01-02,2024-12-31,0.22074996536468272,0.22074996536468272,0.12230403466916415,1.6927949800238535,2.4402939380963273,-0.0748063921525789,2.9509505673583343,1.042885596415098,0.3873514113464045,1.2207499653646827
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2025,250,2025-01-02,2025-12-31,0.18626759830633066,0.18788973541188292,0.18422186692316325,1.0262965825951629,1.2929219970907768,-0.18640333765191885,1.007974094126682,1.1264301954381601,0.410653222689836,1.1862675983063307
Bond/Credit Core Only,bond_credit_core_only,bc_core_a0.67_lc0.50_lg0.10_tilt0.20_tau0.75_eta0.05,2026,93,2026-01-02,2026-05-15,0.13674608934736288,0.41523983594242364,0.13275812124822356,2.6840646527611423,5.193482986703134,-0.07827178968955872,5.305102101144567,1.7501222671830006,0.45281679356347254,1.1367460893473629
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2017,129,2017-06-28,2017-12-29,0.13474383881355823,0.2800952296763106,0.07273442422313275,3.4330582298430863,4.977690818542628,-0.021152711523581114,13.241575642161031,2.789783834851457,0.5066348307530003,1.1347438388135582
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2018,251,2018-01-02,2018-12-31,-0.018921354924421263,-0.018996018243590096,0.1803398500669102,-0.01591789794131829,-0.13140576879252078,-0.19747971428277789,-0.09619225099945737,2.4720719407198093,0.501386404540406,0.9810786450755787
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2019,252,2019-01-02,2019-12-31,0.3363721397297639,0.3363721397297639,0.13364038859352198,2.2378975599313096,3.103741949547002,-0.07750215658415582,4.340164900631039,1.6179189899058377,0.4685654410518031,1.3363721397297639
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2020,253,2020-01-02,2020-12-31,0.23260471544892836,0.23158626642041646,0.3418251909175188,0.7822266319860336,0.7630116612408542,-0.345030781531827,0.6712046542405494,2.2674775684662904,0.482650934350679,1.2326047154489284
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2021,252,2021-01-04,2021-12-31,0.3125772879859865,0.3125772879859865,0.1366069557389856,2.060471331608838,3.365001084585922,-0.0489733627992176,6.382598010830905,1.6923677528560412,0.5241443873728512,1.3125772879859865
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2022,251,2022-01-03,2022-12-30,-0.1960443660976865,-0.19674299511220683,0.27074963826990134,-0.6734465430803576,-1.1961606036562251,-0.25132549735035037,-0.7828214693153279,0.8365356926272185,0.6518287479825797,0.8039556339023135
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2023,250,2023-01-03,2023-12-29,0.33522410655878265,0.33831577758961595,0.13810564830827812,2.1802223258008127,4.297435151196362,-0.09624797572402399,3.5150430442265455,1.54604790039482,0.5488044096376301,1.3352241065587827
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2024,252,2024-01-02,2024-12-31,0.221805066433572,0.221805066433572,0.1224583105182117,1.6978807093759114,2.443839397358383,-0.07457135416400684,2.974400410454529,1.30798749651985,0.39240317671242514,1.221805066433572
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2025,250,2025-01-02,2025-12-31,0.1838378573585291,0.18543722756439607,0.18354971864113417,1.018150812468411,1.2810288926057716,-0.18610102628478153,0.9964331270297796,1.255791577357932,0.410037176428758,1.183837857358529
Bond/Credit Smooth Score Best,bond_credit_smooth_score,bc_a0.67_lc0.50_lg0.10_li0.10_tilt0.20_tau0.75_eta0.05,2026,93,2026-01-02,2026-05-15,0.1365703345739251,0.41464700086107853,0.1330244687701422,2.6757998156533884,5.187021379300201,-0.07864460065111456,5.2724153651761485,1.8715259127296908,0.45429916325939423,1.136570334573925
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2017,129,2017-06-28,2017-12-29,0.13777942264420906,0.28679332014789627,0.07267538520145543,3.5076640045124035,5.107887465371261,-0.02079352223791686,13.792435781992259,6.732900522089794,0.5034532000240735,1.137779422644209
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2018,251,2018-01-02,2018-12-31,-0.013353568493256418,-0.013406411739711133,0.18417292870153829,0.01900828758341558,-0.09183628641112566,-0.19429396422208334,-0.0690006598680916,5.915431521141765,0.5953074601600364,0.9866464315067436
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2019,252,2019-01-02,2019-12-31,0.34956656707092026,0.34956656707092026,0.1424571094946784,2.176979648940854,3.0982475184524705,-0.08266896884650232,4.2285100679069405,5.228176287990809,0.6277202565881934,1.3495665670709203
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2020,253,2020-01-02,2020-12-31,0.28233966908650676,0.28107981297344264,0.34630938872547473,0.8903454841925842,0.915496349909677,-0.3191777434873936,0.88063725842007,4.582484850282965,0.5151253299629261,1.2823396690865068
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2021,252,2021-01-04,2021-12-31,0.3145382649022459,0.3145382649022459,0.12487444433118307,2.2537285465720864,3.631114121927189,-0.046531338993758165,6.759708009787531,1.6282155585083968,0.22541964469756579,1.314538264902246
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2022,251,2022-01-03,2022-12-30,-0.10585325805242307,-0.10625174271703552,0.23951090170248185,-0.34916473966152844,-0.7185979569923947,-0.19155625174941693,-0.5546764553319202,5.418156026773304,0.4264211368486083,0.8941467419475769
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2023,250,2023-01-03,2023-12-29,0.3132224755592996,0.3160882550722304,0.1361278380934502,2.0867151649599425,4.1444537181331045,-0.09456701843629112,3.3424788081393935,2.5484662647987326,0.4192726012179322,1.3132224755592996
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2024,252,2024-01-02,2024-12-31,0.2061039850329347,0.2061039850329347,0.11575052351369611,1.677510442615415,2.4494237571705826,-0.05887751915901962,3.5005548463459846,2.869266008290455,0.24832594749343417,1.2061039850329347
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2025,250,2025-01-02,2025-12-31,0.19988558933238854,0.20163606978331727,0.19116958443406884,1.0556905160341077,1.3379044170176952,-0.18649085765089246,1.0812115527978126,2.9792428510751727,0.41471755300450264,1.1998855893323885
Old Best + Bond/Credit Incremental,old_best_plus_bond_credit_incremental,old_plus_credit_lc0.10_li0.50,2026,93,2026-01-02,2026-05-15,0.1423416490389462,0.4341961304776687,0.12652969622901994,2.9151776796335405,5.474995816450675,-0.07103421630811191,6.112492725960921,4.892834098309624,0.4134963393743831,1.1423416490389462
