date,Bond/Credit Smooth Score Best,Bond/Credit Core Only,Old Best + Bond/Credit Incremental,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,100% D Buy & Hold,SPY Buy & Hold
2018-02-02,1.1651109979878247,1.1646817934080809,1.1686660179208601,1.1358020143942427,1.1579632323934477,1.1801368681947617,1.1352908091648715,1.14301119152935
2018-02-05,1.118315978173886,1.117903127285721,1.1216567873012382,1.0901439258016932,1.1114536244691609,1.1327659201851645,1.0896636871930836,1.095207637612421
2018-02-06,1.1427634241022742,1.1422888700945908,1.1455682692832407,1.1090077445351696,1.134237175319111,1.1612283787541626,1.106958000700941,1.1167856306999238
2018-02-07,1.1346546562285855,1.1342327444122355,1.138262273828938,1.106191770738682,1.127747501518908,1.1492977863666285,1.105663827581155,1.1107271941792018
2018-02-08,1.0912028225605759,1.0908308476340207,1.0954861583447908,1.0675718599753348,1.085708826510343,1.1026442903267277,1.0681151501693795,1.0690650690641008
2018-02-09,1.1098787746399625,1.109465378442636,1.1130216585008068,1.0817661137255585,1.1030636860158398,1.1243020806713837,1.0812828258063325,1.0851240754580689
2018-02-12,1.1274599995374681,1.1270216963663402,1.1298489681123929,1.0966482304373797,1.1198620734524392,1.1436250504689565,1.095632592376157,1.1010585934256643
2018-02-13,1.1311765294584837,1.1307370016567717,1.1335522206794952,1.1003299658977441,1.1235811880396898,1.1473491808509972,1.099342040567141,1.1037973387068696
2018-02-14,1.148794345445861,1.1483232245659398,1.1497482932952288,1.1141136908146505,1.1400768430376749,1.167387760875187,1.112421495177884,1.1186944531606424
2018-02-15,1.1663927661336264,1.1658815944328274,1.1654748626816707,1.127175415639111,1.1563440298314178,1.187830611145092,1.1246863661460536,1.1329691255108363
2018-02-16,1.1652744895253577,1.164786719253399,1.1653625067244013,1.1282066278067766,1.155871406942483,1.1853435640184506,1.1261218361557714,1.1333010946399742
2018-02-20,1.1614521438182364,1.1608667809295825,1.158453930599091,1.1186784333898554,1.1503832494785793,1.1851746474103784,1.1155885045259624,1.1262052546007153
2018-02-21,1.155938441220229,1.1553273059663707,1.1523154384939513,1.1122704994679755,1.1446159715258164,1.1802666041382137,1.1090226985903755,1.1206032756307898
2018-02-22,1.156387362253649,1.1557567165320617,1.1524250730913652,1.1121754157279569,1.1449179127977605,1.181068573040156,1.108854242635682,1.1220556405454263
2018-02-23,1.1770136834673584,1.1762928183979757,1.1714892538638184,1.129591966108213,1.1646732802832485,1.2037136969859021,1.1258599041382864,1.1399404771237218
2018-02-26,1.191986536982069,1.1912124464664957,1.185750971939668,1.1429339508473446,1.1792303906542996,1.2197560050016432,1.1389991538587665,1.1531777459600938
2018-02-27,1.1788294106631967,1.1780948332714192,1.1731961302699958,1.1311950525633079,1.1664566524220483,1.2057158086329336,1.1274339001086822,1.1387785851929557
2018-02-28,1.1679805263775827,1.1671554156037554,1.1608861308963563,1.118437937308231,1.155222682261392,1.196468796495139,1.1143642480751488,1.1272426581145378
2018-03-01,1.15106822821875,1.1503128718061228,1.1449565226098997,1.1036141907377515,1.1388106996357013,1.1780355546242558,1.0998695243127972,1.110851682600861
2018-03-02,1.1593474658896983,1.1585099071592029,1.1521316334396061,1.109823541705248,1.1466682213234358,1.1880798701558157,1.1056693516286697,1.1165781499971599
2018-03-05,1.1721439031704395,1.1713135529989855,1.1650298599244848,1.1223746308932476,1.15941778155916,1.2008744207254924,1.118349693184375,1.1294834497091084
2018-03-06,1.1755670963516323,1.1747159642292326,1.1682101113116585,1.1252649565972008,1.1627657351577196,1.2048171225747186,1.1211366653391752,1.1323466834072577
2018-03-07,1.176793695512172,1.1758037543484063,1.1682756451967107,1.1241783942104089,1.163594751953992,1.20926876222901,1.1185928869459074,1.1319317219970144
2018-03-08,1.1816252805130611,1.1805807598431184,1.1727217850021683,1.128036339957474,1.1682735756324618,1.2154808397544883,1.1218423578311902,1.1374092125547106
2018-03-09,1.201216947803965,1.2000509048046049,1.1916930668042467,1.1454458501764277,1.187469373531963,1.238362054147863,1.1375896529793121,1.1572028715984393
2018-03-12,1.2026755984207405,1.2014420906024206,1.1929576095924248,1.146119777185997,1.1888465701507835,1.2417605456787055,1.1371064103761233,1.1557505066743734
2018-03-13,1.1937636896203345,1.1926666334131986,1.184095842334758,1.138550561550836,1.1801611340792741,1.2288925603117349,1.1322750278581963,1.1482812013795678
2018-03-14,1.18861663513652,1.1874158178451493,1.1791784434394756,1.1329642355397471,1.1750760103764635,1.227086433651529,1.1241815734901912,1.1423887494210574
2018-03-15,1.1875336962678642,1.1863152881659411,1.178160109248101,1.1318143157529457,1.1740379092250894,1.2266880101689748,1.1225603060945608,1.141143865204471
2018-03-16,1.1890814142567716,1.1879488223857009,1.1791046954472828,1.1333582072741222,1.1754972311436067,1.225215763451766,1.126698251945605,1.142380278108125
2018-03-19,1.1702881858820358,1.1692576980765015,1.159702492693774,1.1153196189116001,1.1567941737538372,1.2026965613085556,1.111553466589493,1.1269235646455804
2018-03-20,1.171242637504395,1.1701684497190263,1.1611333605264522,1.1163466826627955,1.1578667302158312,1.2055252451796195,1.11100036721153,1.1288400304645774
