date,portfolio,dependent_return,window,n_obs,alpha_daily,alpha_annualized,r2,beta_mkt_rf,beta_smb,beta_hml,beta_rmw,beta_cma,beta_mom
2022-04-28,D,D excess return,504,504,-6.512887678906151e-06,-0.0016399069205194072,0.9502359162263054,0.8460488725563128,0.050394553766461465,0.2764093709306319,0.07293236780885562,0.1868875376070788,-0.05361321772129977
2022-04-29,D,D excess return,504,504,-7.020421684251053e-07,-0.00017689904005668833,0.9509393583486433,0.8466964337736094,0.047650632772481605,0.275309208139888,0.07394096251662437,0.1881750356265058,-0.0540412564397779
2022-05-02,D,D excess return,504,504,1.0233668489866254e-05,0.002582199412673347,0.9500203914257249,0.845677236872126,0.047958178411212325,0.2751913206034044,0.07352372165176106,0.18619603092236264,-0.054179586459464885
2022-05-03,D,D excess return,504,504,9.703308647786965e-06,0.002448213909173491,0.9500969797190573,0.8457419240635035,0.047887408606600054,0.27535598067330685,0.07351781797440105,0.18642559046428805,-0.05408438514923901
2022-05-04,D,D excess return,504,504,5.908752691869542e-06,0.0014901103920936798,0.9508897939855667,0.8469458220701328,0.04625175102862612,0.2763357352950508,0.07248751352074942,0.1876008669551926,-0.054607879575249964
2022-05-05,D,D excess return,504,504,-1.7020509773959292e-06,-0.00042882523948251094,0.9513356163285555,0.8482453384967484,0.04516458941385566,0.2767637422659356,0.07126458120244197,0.18790915241242206,-0.055095988518017065
2022-05-06,D,D excess return,504,504,8.00393400640394e-06,0.0020190187768291956,0.9516989248312123,0.8488703790943808,0.044515844134253656,0.2779280751615218,0.07063182596071771,0.18450721124517935,-0.055667983339140546
2022-05-09,D,D excess return,504,504,7.3447342325765896e-06,0.0018525801397020203,0.9517409960958062,0.8499241847113775,0.04366422268122934,0.2781044325248142,0.06811626907104192,0.18650489403795378,-0.05620277406771835
2022-05-10,D,D excess return,504,504,-1.0261658601077717e-05,-0.0025826105439137326,0.9525174618069734,0.8501470599050779,0.041542383658423825,0.28542216023893885,0.06793959023046708,0.17635466055037544,-0.055191405626183396
2022-05-11,D,D excess return,504,504,-1.2313924990408386e-05,-0.003098318477506967,0.9521803053475167,0.850491612167721,0.041600699249619365,0.28627315316980284,0.06835202061124247,0.1755660385131157,-0.05475650244275733
2022-05-12,D,D excess return,504,504,1.925157795956028e-06,0.0004852569966702358,0.9509306040830664,0.8492012509069138,0.045633748937201464,0.2839060855243605,0.07026067809252967,0.17213451915700106,-0.05656001437371777
2022-05-13,D,D excess return,504,504,4.335587323459813e-06,0.001093162704297157,0.9509875356636709,0.8495739829234961,0.04535413746986136,0.2835613673139361,0.06925296384165792,0.17287849246461331,-0.05695379032374752
2022-05-16,D,D excess return,504,504,9.310402966328697e-06,0.00234896513140348,0.950790203818917,0.8496996159600956,0.044909088427505225,0.2837190920690137,0.0685041124725147,0.17568115300172968,-0.056539570040276356
2022-05-17,D,D excess return,504,504,1.4683703046095978e-05,0.003707120436932554,0.9497016524891972,0.8514764655676935,0.046688654535838106,0.2850486233856641,0.07080367691320745,0.17318478370176885,-0.05728169418519602
2022-05-18,D,D excess return,504,504,6.516509343360923e-06,0.0016435040788915778,0.9503358462140087,0.8536351258617431,0.04640702553319979,0.28400776113058324,0.07252126113573183,0.17468279618050914,-0.05745447831543324
2022-05-19,D,D excess return,504,504,4.987149128298933e-06,0.0012575484983514684,0.9502544816442188,0.8549737971098273,0.04669855404565547,0.28508764394297986,0.07358038288433157,0.17414990932523294,-0.05689592337400051
2022-05-20,D,D excess return,504,504,1.9229699592975427e-05,0.004857597765197896,0.9503370848433411,0.8541517127629031,0.047878848458704576,0.2841214858174282,0.07392505032051062,0.17473730349155756,-0.057498798827621225
2022-05-23,D,D excess return,504,504,1.3575549728143923e-05,0.0034268736619376128,0.9505166283111796,0.8531544971109012,0.049388939713793066,0.2832963884378922,0.0752950860356917,0.17362847189310537,-0.05778542692805275
2022-05-24,D,D excess return,504,504,2.7319728384875053e-05,0.0069082300042451195,0.9497919811930735,0.8538421973473864,0.04876479478168121,0.2868254694495286,0.07703981280359852,0.17199514369448884,-0.05677751141757791
2022-05-25,D,D excess return,504,504,3.342827044659173e-05,0.008459363255714392,0.9496475033422197,0.8548266198845903,0.04906457908106712,0.28908792179899956,0.07730283655008978,0.16954199081398122,-0.05658328332462574
2022-05-26,D,D excess return,504,504,1.8438144623325592e-05,0.004657180722924759,0.950170937583518,0.8540602232585853,0.052214065152481615,0.291319147952911,0.07857338191007247,0.16490245150280589,-0.05611353232178116
2022-05-27,D,D excess return,504,504,8.500805196502622e-06,0.0021444899407723206,0.9507612538205037,0.8536131855652515,0.052760542985051014,0.2919688690928093,0.07848165457462337,0.16480578784228356,-0.056643675147694326
2022-05-31,D,D excess return,504,504,4.572931913232419e-06,0.0011530404478325984,0.9506364751253308,0.8542002499836171,0.052703588296466895,0.29149291406126154,0.07700828566404498,0.16679972848055014,-0.057162457835980285
2022-06-01,D,D excess return,504,504,-5.604612108756089e-06,-0.0014113692895291186,0.9504695641237455,0.8540214596543153,0.053070870075564984,0.29179566088137715,0.07819483236753343,0.16353396058044903,-0.05704952414289141
2022-06-02,D,D excess return,504,504,-6.091987805792276e-06,-0.00153400780859414,0.9501486623128589,0.85426607094609,0.05246911681985447,0.2927071303435074,0.07776366977059508,0.16411742539589128,-0.05728638201226537
2022-06-03,D,D excess return,504,504,1.0632145389019018e-05,0.002682878890286844,0.9499541339955425,0.852724196044912,0.0537601623737474,0.29359661396602404,0.07630937985039944,0.16419430067414742,-0.05757736778358206
2022-06-06,D,D excess return,504,504,1.1816799445129946e-05,0.002982253963944359,0.9494228243019688,0.854481699754112,0.05335664397174093,0.29490976385956563,0.0759002227556105,0.1631568245928529,-0.05936944323227744
2022-06-07,D,D excess return,504,504,1.9254918753848366e-05,0.004863983762320112,0.9488823600406088,0.855360757109408,0.05175254711136795,0.2947149582879961,0.07181434396235849,0.1675832324782295,-0.06007982571031736
2022-06-08,D,D excess return,504,504,1.5652111277360555e-05,0.003952090166858158,0.9486253159884896,0.8557088062867306,0.05240134864930393,0.2948470104501681,0.07349735960555868,0.16677409412476454,-0.05899458667831601
2022-06-09,D,D excess return,504,504,4.096878042197099e-06,0.0010329442716350279,0.948964608351353,0.8569347691061172,0.051593738020263936,0.29741811392941053,0.07134437898345924,0.16537771483528613,-0.06065100600589314
2022-06-10,D,D excess return,504,504,1.6664068455847983e-05,0.004208139720385251,0.9450589394718211,0.8525476871612274,0.053001587191079,0.29527086797083224,0.07238110677969657,0.1647868209068213,-0.05921978245824875
2022-06-13,D,D excess return,504,504,1.5171965595333516e-05,0.0038306244857650995,0.9463942556745866,0.8553675111470453,0.05137630521518015,0.295556917712678,0.06909664758610783,0.1684402066836309,-0.06139895940863276
2022-06-14,D,D excess return,504,504,6.957524237660669e-06,0.0017548279202077577,0.9462248644463305,0.8554790039767716,0.05061235194314945,0.29554390209512177,0.06889057961583407,0.16902073140539836,-0.06166918289286033
2022-06-15,D,D excess return,504,504,-6.837451228733379e-08,-1.7230229240050576e-05,0.9457093738864599,0.8551188285343143,0.05038811877932895,0.2963091856921709,0.06833349339932449,0.1698630192953059,-0.06083158601689771
2022-06-16,D,D excess return,504,504,-5.491412044674433e-06,-0.001382882570328814,0.9468883319337351,0.8549187048156214,0.05149603185745347,0.29696628577854556,0.06928682569123785,0.16829651920390074,-0.061283106966315476
2022-06-17,D,D excess return,504,504,-4.668276894231053e-06,-0.001175716826018025,0.9469096372052951,0.8548154245057316,0.051852302178270894,0.2966909828629957,0.06972435507039712,0.16789816869510277,-0.06143198272596392
2022-06-21,D,D excess return,504,504,4.719409680355613e-07,0.00011893616823854813,0.9471014322350378,0.8566328811825413,0.04913360226012577,0.2988648149719174,0.06721233802967105,0.16746031520515223,-0.06095198479192386
2022-06-22,D,D excess return,504,504,1.0179457607626824e-05,0.0025685032279021414,0.9471176985305227,0.8561762460594163,0.050746499010289145,0.29785988615377285,0.06921560949225179,0.16511780769066453,-0.06094567398241071
2022-06-23,D,D excess return,504,504,1.8461273895784147e-05,0.0046630363533592956,0.946787145501439,0.855705242724118,0.05338216550236614,0.2936689436133656,0.07287691145776351,0.16497495575156995,-0.06299959841404278
2022-06-24,D,D excess return,504,504,2.2375344503168368e-05,0.005654450127750454,0.9465895063947999,0.8555070782050541,0.053284120551863906,0.29333980998411935,0.07294572087439548,0.16534917314515624,-0.06282047750523025
2022-06-27,D,D excess return,504,504,2.2393518603792638e-05,0.005659055805235846,0.9464779967702839,0.8554964141746417,0.05331050354571029,0.2933282876380662,0.07296244296520711,0.16539257580789207,-0.06279771346130422
2022-06-28,D,D excess return,504,504,1.9247430321460096e-05,0.004862087536918969,0.9461378522328571,0.8563649127928741,0.05231455832982186,0.2958465429641481,0.07195190106499362,0.1624928306613656,-0.0623192489113337
2022-06-29,D,D excess return,504,504,2.5225224186769412e-05,0.006376922865551471,0.9461656605600971,0.8573801682466244,0.05450372802864808,0.295641038867923,0.07519745558850549,0.16219660627649726,-0.0627400527063999
2022-06-30,D,D excess return,504,504,2.870672372477693e-05,0.007260219064147755,0.9459924612949089,0.8568212236394174,0.05572509286793277,0.2951562777731922,0.07675090627618278,0.16153343566095643,-0.06241693286446272
2022-07-01,D,D excess return,504,504,2.0528805403939366e-05,0.0051866099957240674,0.9462082012420215,0.8567491684359946,0.057168772227426105,0.2948207887474784,0.07728500035643326,0.16343585987469775,-0.06286409506877963
2022-07-05,D,D excess return,504,504,1.181299555686318e-05,0.00298129253718038,0.9462498189288209,0.8572285851461756,0.056229270940853414,0.2960780369425443,0.07768439849089499,0.16396478839908118,-0.06172389649317766
2022-07-06,D,D excess return,504,504,2.3565565555134983e-05,0.005956120113366659,0.9465367559440456,0.858859383162672,0.053988467538257964,0.29731367807873904,0.07734813146614683,0.16325714527136106,-0.061648952255777566
2022-07-07,D,D excess return,504,504,2.6877471078522267e-05,0.00679602054246331,0.9462998160839082,0.8597486517905816,0.05528838315252026,0.29853478703011976,0.07820595461710529,0.15901215174979685,-0.0618114971509534
2022-07-08,D,D excess return,504,504,3.4758179421345756e-05,0.00879738047727785,0.9465808322679862,0.8601425138320087,0.05514301265146822,0.2989811962025702,0.07776713480923635,0.15812138386690985,-0.06146927568021028
2022-07-11,D,D excess return,504,504,3.789534547657461e-05,0.009595187567936092,0.9463207692591544,0.8598590031452362,0.05467662444415522,0.2983983322042818,0.07704566895477606,0.15777819854387928,-0.0614194488357078
2022-07-12,D,D excess return,504,504,4.017632377016023e-05,0.010175653627270576,0.9460642207908664,0.8606413484906763,0.05413477637224505,0.3003941528403613,0.07712642569254326,0.15515164220626323,-0.06142727570532852
2022-07-13,D,D excess return,504,504,3.470903781094689e-05,0.008784888358723153,0.9461869096424008,0.8608834710991402,0.05422560327063729,0.3005159252096853,0.07680179022979046,0.15422864125198957,-0.061123159427225855
2022-07-14,D,D excess return,504,504,2.5674643287956342e-05,0.006490902242027197,0.9460524163471261,0.8607089599503452,0.05345221988060092,0.30227565202626977,0.07517184802754533,0.15201231699032047,-0.061152885921398524
2022-07-15,D,D excess return,504,504,2.6819748766913745e-05,0.006781376164563202,0.9461200011489859,0.8607411083689546,0.054250990781629094,0.3020611267285543,0.07555991252786622,0.1521246066249938,-0.06136373772090108
2022-07-18,D,D excess return,504,504,1.9675566476940717e-05,0.004970506158786803,0.9462233635300364,0.8609132234374849,0.054396914551625604,0.3012052040062496,0.07561936315861921,0.153323715684102,-0.06169475837015511
2022-07-19,D,D excess return,504,504,1.2107821421832598e-05,0.003055812030572813,0.9470104126000611,0.8611000158410781,0.054788440035015686,0.3020415685003989,0.07714864908213741,0.15150325717234153,-0.06196213090673903
2022-07-20,D,D excess return,504,504,1.7495136297330635e-05,0.004418468554711286,0.9472149030521376,0.8615916991399483,0.05292447977821985,0.3028503624404382,0.07712026436532866,0.14953576284997516,-0.06009895806845033
2022-07-21,D,D excess return,504,504,2.3168348544822855e-05,0.0058554326191337935,0.9473852785212777,0.8620005635769935,0.05367545143104677,0.3039583165176267,0.07697190215868041,0.15001913166134803,-0.06117299300020578
2022-07-22,D,D excess return,504,504,1.60638039153072e-05,0.004056250478601697,0.9475775798004242,0.8616764105906628,0.05411563780483223,0.3042655329974322,0.07602412067516012,0.14940329317964607,-0.06142519673413508
2022-07-25,D,D excess return,504,504,1.635324299101659e-05,0.004129486466917243,0.9476039610202189,0.8619696410727234,0.05394118095325032,0.3044760692945729,0.07639027132773187,0.14922376800286002,-0.0610165158105678
2022-07-26,D,D excess return,504,504,2.4577894447256873e-05,0.0062127729988739055,0.9476511099231243,0.8615573733725159,0.05356854523232362,0.30473918631437524,0.07644952369252228,0.14931698743061833,-0.06065465642738816
2022-07-27,D,D excess return,504,504,9.073050467040445e-06,0.0022890141472846626,0.9480322352525915,0.8602101108777355,0.0518060775181632,0.30706888296741075,0.07431195298770972,0.148654125273127,-0.06090785692769843
2022-07-28,D,D excess return,504,504,1.6241010044009423e-05,0.0041010878356084746,0.9480138927977174,0.8603346748892053,0.051538921035548454,0.3077487665535736,0.07461425117900304,0.14672510610520512,-0.06080401945529102
2022-07-29,D,D excess return,504,504,1.93699589274119e-05,0.004893114753223848,0.9482559434676694,0.8608209713874364,0.052893292788851055,0.30670439218645706,0.07500076119613809,0.14961925807290705,-0.06121635489514538
2022-08-01,D,D excess return,504,504,9.958411298414382e-06,0.002512658600599016,0.9484115286732225,0.8613681441103592,0.05204535053063469,0.308388021978133,0.07478684607661099,0.14803859107542258,-0.061648243840369744
2022-08-02,D,D excess return,504,504,2.347084685811492e-05,0.0059321096856364,0.9494601136188121,0.8628239021984957,0.048211565755188465,0.30622262528845523,0.07517981432230328,0.15433979144662285,-0.06195292054293034
2022-08-03,D,D excess return,504,504,2.290812721526268e-05,0.005789476551638639,0.9494962959588568,0.8628006235844854,0.04771585220427694,0.306447942849201,0.07473106652335866,0.1540618930055588,-0.0622247016560074
2022-08-04,D,D excess return,504,504,2.5096606846851522e-05,0.006344305959076424,0.9494850106490097,0.862528555318942,0.04771975179379811,0.30629316515600885,0.07413063173760603,0.15382329309233828,-0.062416248109321656
2022-08-05,D,D excess return,504,504,4.089794340603877e-05,0.010359361455293037,0.9495606688417302,0.8625037382840454,0.04991190188008691,0.3072261772749686,0.07339907716912157,0.15181649046038748,-0.06253622784132119
2022-08-08,D,D excess return,504,504,4.8924442394611634e-05,0.012404969084738093,0.949519272874515,0.8625060919128252,0.050544012496427655,0.30603778570709333,0.07370200320507952,0.15363175406094193,-0.06288341191743356
2022-08-09,D,D excess return,504,504,4.805270780255547e-05,0.012182602087313255,0.9494291526404005,0.8623966184370923,0.051416434387100404,0.30583058716057565,0.07402357079701025,0.15318688248229903,-0.06317156263327682
2022-08-10,D,D excess return,504,504,5.351707182926896e-05,0.013577286710363179,0.9494361724188489,0.8628962330768272,0.05153654732506949,0.30583690746045306,0.07325129580835263,0.15250567886445246,-0.06390807039517835
2022-08-11,D,D excess return,504,504,5.080664237384949e-05,0.012885257279869222,0.9494294097651259,0.8628151526012722,0.051445617918014545,0.3056620162247802,0.07297364391835469,0.15236107588308312,-0.06395768360778444
2022-08-12,D,D excess return,504,504,5.398588318848977e-05,0.013697031836591433,0.949510633998302,0.8631421583390312,0.051543849033885196,0.3056535735383066,0.07290458144759651,0.15219198302570014,-0.06400708481834518
2022-08-15,D,D excess return,504,504,5.515465582792727e-05,0.013995624414054664,0.9494567412939615,0.8630025076295355,0.05154006430917266,0.30575486293613624,0.07276110375256208,0.1516525974347131,-0.06377824207309968
2022-08-16,D,D excess return,504,504,5.649297452666306e-05,0.014337639416350578,0.9494736339760518,0.8630333713368676,0.05151408294774539,0.3058442696335747,0.07283238906832558,0.15159580266717945,-0.06382082465015348
2022-08-17,D,D excess return,504,504,4.775771614682413e-05,0.012107364961807088,0.9494466283251084,0.8631448656183047,0.051660514679472386,0.3058427935673742,0.07203768167263178,0.15201487537836225,-0.06483836703657554
2022-08-18,D,D excess return,504,504,4.7215698542446984e-05,0.011969138803629376,0.949445625408356,0.863180219233,0.05245466367372259,0.3058972121571433,0.07262244737830574,0.15191711511859196,-0.06479875276525777
2022-08-19,D,D excess return,504,504,4.7701037028495785e-05,0.012092909686011177,0.9495169258888881,0.8631632084863516,0.052324146616697556,0.30580556428061173,0.07268303257213116,0.15229989822428813,-0.06473490417504794
2022-08-22,D,D excess return,504,504,5.1383956006284355e-05,0.013032618091133097,0.9498138069882444,0.8629606847723034,0.052205172995850195,0.30569052373347233,0.07281103589067474,0.15199585387888565,-0.06450914547937339
2022-08-23,D,D excess return,504,504,5.693978533065191e-05,0.014451850056580007,0.9498114388922334,0.8630814715719766,0.05161096086060522,0.3056117037913931,0.07261041214175329,0.15253124026348847,-0.06448879004706042
2022-08-24,D,D excess return,504,504,6.411996187465431e-05,0.016288954119351162,0.9496944330905803,0.8638074613456297,0.05106943343445102,0.30678013773483404,0.07234978814304528,0.15220597770957514,-0.0653462523442847
2022-08-25,D,D excess return,504,504,6.992683180384415e-05,0.017777110302518606,0.9499196464033959,0.8638804731422159,0.05100787041686095,0.30738960291511497,0.07220474066265446,0.15049309470982616,-0.06495235258571298
2022-08-26,D,D excess return,504,504,6.688796450052086e-05,0.016998053757636855,0.9505185351612822,0.865771479895251,0.05012014104310446,0.30694213062432196,0.07300239954904442,0.15004225091251885,-0.06509949632321516
2022-08-29,D,D excess return,504,504,6.554763608096481e-05,0.016654630428128314,0.9505226984537565,0.865777076057417,0.050189385857559526,0.30678809905763776,0.07296209184895897,0.15031254927522064,-0.06507147661695484
2022-08-30,D,D excess return,504,504,5.5793157774075366e-05,0.014158782910234535,0.9504690593331265,0.8663333839797602,0.05058459022077511,0.3075432000487394,0.07360604499781594,0.1489451782292383,-0.06439933149090099
2022-08-31,D,D excess return,504,504,5.5312071496973315e-05,0.014035846927749729,0.9504763254684017,0.8663688693285352,0.05059071772140125,0.30756846935225973,0.07366360728944205,0.1489246583946024,-0.06439378181479356
2022-09-01,D,D excess return,504,504,6.93108691586368e-05,0.01761915156351268,0.9511577202750111,0.8673400211349607,0.051830459073261226,0.3060982097325985,0.0766450796690366,0.15029041900440238,-0.06363212824392317
2022-09-02,D,D excess return,504,504,4.982306282586107e-05,0.012634245206635253,0.9523646462028147,0.8657919829110642,0.05150520169139704,0.30615760445126333,0.07282605549007048,0.15258417637803848,-0.0639074280523396
2022-09-06,D,D excess return,504,504,5.532392318813017e-05,0.014038875310754317,0.9518194603112713,0.865547235974988,0.05100844086150673,0.30667154212377756,0.07256467773461439,0.15092749508265088,-0.06364697907080519
2022-09-07,D,D excess return,504,504,6.535797396210527e-05,0.01660604390976239,0.9519367446278323,0.8659418027998205,0.05086379408731796,0.3059846925602134,0.07149591093718864,0.1533705684505939,-0.06501831792024325
2022-09-08,D,D excess return,504,504,5.626096639416103e-05,0.014278340178454751,0.9522583071641795,0.8704655310076204,0.046380714373118456,0.3078563285201821,0.07034353701424101,0.15505029447896979,-0.06543185034826185
2022-09-09,D,D excess return,504,504,5.139895445325736e-05,0.013036446768429188,0.9525625753712716,0.8694695251553934,0.0468373586844817,0.30907757972354366,0.06974222976983141,0.15346620025517,-0.06662813768621176
2022-09-12,D,D excess return,504,504,5.16562335425039e-05,0.013102125053028102,0.9523574734121844,0.8691768816227059,0.04692343738722337,0.3091404503715895,0.0696469917668105,0.1531411824752634,-0.06658386035803142
2022-09-13,D,D excess return,504,504,3.3274451877183025e-05,0.008420275133232735,0.9534672694657333,0.8720447919032209,0.048163586953346056,0.3081560516477766,0.07281505891966655,0.152381363257475,-0.06683043631878777
2022-09-14,D,D excess return,504,504,2.848441658768177e-05,0.007203794131981578,0.9534556456288706,0.8715872487366255,0.04734161881879828,0.3090324569908818,0.07295662386435062,0.15075934415707945,-0.0666790886496368
2022-09-15,D,D excess return,504,504,2.5844663830208388e-05,0.0065340253354524425,0.9534879353776657,0.8718243567373379,0.0472540974346265,0.30895120090482914,0.07323003840114332,0.15079386752506932,-0.06665154606972609
2022-09-16,D,D excess return,504,504,1.7535623831088153e-05,0.004428716367014918,0.953617319219561,0.8721882196309159,0.046910529433808246,0.308718876954996,0.07379228447594303,0.1500540426944571,-0.0661191014855406
2022-09-19,D,D excess return,504,504,1.1416369233350531e-05,0.0028810508978756033,0.953639635772999,0.8721829474164139,0.0465448568732308,0.3088716067484106,0.07333320825013294,0.14976112570724345,-0.06615903753736971
2022-09-20,D,D excess return,504,504,4.932845111210724e-06,0.0012438468386997137,0.9536484129248464,0.8727733321790613,0.04649222909140077,0.3087491255307836,0.07398354385652643,0.15015961064370473,-0.0664887447250206
2022-09-21,D,D excess return,504,504,1.2375068519351464e-05,0.0031233655444007358,0.9537004943688978,0.8728125292075654,0.04149169898838803,0.30913352360453705,0.07105988006614765,0.15025439187530587,-0.06565824719493776
2022-09-22,D,D excess return,504,504,1.6221239074057656e-05,0.004096085212049738,0.9536572934443107,0.8727518778293644,0.041059317181071024,0.3086083120474534,0.07154649266625056,0.15154535495391494,-0.06551182092349186
2022-09-23,D,D excess return,504,504,4.041658282033642e-06,0.0010190146718802584,0.9535182646518572,0.8747230503258333,0.04120255005855634,0.30954586719806937,0.07150224784778315,0.1519196092074515,-0.06503406977992182
2022-09-26,D,D excess return,504,504,1.9331566676642396e-07,4.871672994810616e-05,0.9536010696266488,0.8757344631138045,0.040406714518634056,0.3099629851775258,0.07107771246117396,0.1533115160884748,-0.06539145696519544
2022-09-27,D,D excess return,504,504,3.438727627905328e-06,0.0008669334420732255,0.9534119300655386,0.8749662196658329,0.04123529030396453,0.3101384758949483,0.07101791048133349,0.15178860922105092,-0.06538383852778672
2022-09-28,D,D excess return,504,504,1.7194142187667014e-05,0.004342287106542164,0.9529289744284309,0.8766380932353149,0.04207658142367439,0.31168481419302224,0.0703281400673087,0.14907845283702295,-0.06573431712561091
2022-09-29,D,D excess return,504,504,1.1997835801347664e-05,0.0030280116784795474,0.9531315337134039,0.8771884273334698,0.041775568785712563,0.31173621760405107,0.07046159821092064,0.14968218985312481,-0.06608176920530598
2022-09-30,D,D excess return,504,504,1.3129539695299277e-05,0.003314101815175663,0.9531956508924813,0.8767760321569091,0.04209734098732209,0.31185918655685535,0.0701640037807456,0.14921102533590005,-0.06600374771204759
2022-10-03,D,D excess return,504,504,2.5412802998680055e-05,0.006424494082261312,0.9539266375916259,0.8785541029432749,0.04343714638318846,0.31200239513366357,0.07264570409891041,0.1482678513506543,-0.06522284834660358
2022-10-04,D,D excess return,504,504,2.765390822527716e-05,0.006993026328683927,0.9546351181567164,0.8792765375379676,0.04311576627893648,0.31216632231581326,0.07209021346885965,0.14865481598497784,-0.06549608110495451
2022-10-05,D,D excess return,504,504,2.3057879520479165e-05,0.005827432457231607,0.9544249488859313,0.8788412719652856,0.04282067942167429,0.31225593194494594,0.07198640154990357,0.1483110487678833,-0.06566801940936993
2022-10-06,D,D excess return,504,504,1.2370758222653212e-05,0.0031222759711562187,0.9543226560232027,0.8800151203783488,0.04165906224473126,0.31146010305247307,0.07213929495785,0.15126436729022785,-0.06599449609052009
2022-10-07,D,D excess return,504,504,9.323181046873548e-06,0.002352192746685633,0.9544206555285661,0.8801191294040158,0.04153534837457461,0.3115808661824527,0.07207074481198218,0.15063422589522038,-0.06612565125683553
2022-10-10,D,D excess return,504,504,5.6575929149988875e-06,0.001426726188339389,0.9542963827073964,0.8800726569742124,0.0410222741040765,0.31165750638816037,0.0711178601488365,0.15072625935155273,-0.06620377752296722
2022-10-11,D,D excess return,504,504,1.1325506712920666e-05,0.0028580880982933543,0.9542355736331043,0.8799927312162191,0.04194931750130918,0.3108608071474587,0.07202444158306787,0.15149484289667398,-0.06588608540028845
2022-10-12,D,D excess return,504,504,2.1604461512566087e-05,0.005459112435902913,0.9549372674270181,0.8823232628155717,0.03967820587284158,0.31016014632961153,0.0734205356050861,0.15443305150525158,-0.06583194778382964
2022-10-13,D,D excess return,504,504,1.5903290105136833e-05,0.004015638395696408,0.9557267173200972,0.8843132979731059,0.03892210518238282,0.31045694178550576,0.07417165228572835,0.1581280898409363,-0.06680919186121384
2022-10-14,D,D excess return,504,504,6.020857763677189e-06,0.0015184031974211365,0.9557527354982513,0.8854004569877848,0.038657186295711125,0.3127649138454931,0.07432328712504818,0.15204540448590298,-0.06622790893234161
2022-10-17,D,D excess return,504,504,6.240914983077579e-06,0.0015739430183028258,0.9559864713040798,0.885194127705258,0.03904178238413416,0.3127900960373454,0.07454368087133235,0.1521070750729961,-0.0662019721998207
2022-10-18,D,D excess return,504,504,6.182026558988788e-06,0.001559079980894884,0.9560828537036057,0.8855431759877093,0.03878101672716677,0.31276870562085185,0.07423858959147311,0.15268744424254693,-0.06629317524037223
2022-10-19,D,D excess return,504,504,1.5341817175552984e-06,0.00038668824091403486,0.9557804812709411,0.885142599881238,0.040490933434485114,0.3120844366946779,0.07443289047715188,0.1523014874807649,-0.06688109828578646
2022-10-20,D,D excess return,504,504,1.393698825919358e-05,0.0035182712050365605,0.9563579285696752,0.8855636597834602,0.03951581831745468,0.31345696267559087,0.07427742779077486,0.15147237650921833,-0.06745003147080193
2022-10-21,D,D excess return,504,504,3.271650729822822e-05,0.008278503836231188,0.9567246486256736,0.8874134554147074,0.03872436874282766,0.31482872757886876,0.076714710555949,0.14870430317323358,-0.06693204253511703
2022-10-24,D,D excess return,504,504,3.1231615376435084e-05,0.007901295955185184,0.9567195464092757,0.8872526927278197,0.0387716302660146,0.31480006478937245,0.07659013147231579,0.14857089291903947,-0.06689558509454277
2022-10-25,D,D excess return,504,504,3.459246855094806e-05,0.008755256307120263,0.9567970767550997,0.887294700447831,0.03904804127918564,0.31486399868199216,0.07645898652544322,0.14801287461626436,-0.06705525328508556
2022-10-26,D,D excess return,504,504,5.6065541469669374e-05,0.01422839396591935,0.9555939900399869,0.8856916403296231,0.03937066356168286,0.31513427118300336,0.07291151875168465,0.14980686221139025,-0.0666906814428361
2022-10-27,D,D excess return,504,504,5.9575259153394095e-05,0.015125772006250537,0.9553894005070029,0.8855850730219756,0.03940900711568206,0.31555544369496136,0.07241759501973623,0.14967097369936588,-0.06658801116250322
2022-10-28,D,D excess return,504,504,6.000071872829338e-05,0.01523460886834238,0.9548926179593376,0.8842725401772122,0.03939969684476141,0.3164822860497462,0.07155725803016784,0.14732618316238946,-0.06641224615140774
2022-10-31,D,D excess return,504,504,6.442792129123914e-05,0.01636782200027409,0.9550782018247767,0.8851257693583857,0.03936470787156124,0.31545003047090114,0.07203238454462792,0.1502214859572978,-0.06715578821765131
2022-11-01,D,D excess return,504,504,6.2272367147834e-05,0.0158159162354381,0.9551682854683502,0.8859701838823179,0.041160044023252726,0.31275930687831305,0.07312308290970268,0.15455369520369694,-0.0664932483033402
2022-11-02,D,D excess return,504,504,5.461074078507391e-05,0.013856656641812126,0.9554702204755151,0.8853544717103332,0.040315884389472124,0.3127881858341568,0.07239706618768357,0.1533361491797764,-0.06605554188817973
2022-11-03,D,D excess return,504,504,6.325699550103326e-05,0.016067982375938428,0.9547832834162673,0.883975170389123,0.04085047804206073,0.31322132402480996,0.07216402689484747,0.15157641799225124,-0.06572720706249106
2022-11-04,D,D excess return,504,504,5.767033861886728e-05,0.014638616551124972,0.9551135308609895,0.8835947330153353,0.04286263656951706,0.31401326536787627,0.07300735187184633,0.15271642702925484,-0.06706295147562674
2022-11-07,D,D excess return,504,504,5.79174669064757e-05,0.014701802834598432,0.9548983613501948,0.8838253502598172,0.04374919759633303,0.3142948224401802,0.0730414754536817,0.15201272108346967,-0.0669547497785297
2022-11-08,D,D excess return,504,504,6.59261646812345e-05,0.01675160655763741,0.9547557524393091,0.8841199412950633,0.04251364617302569,0.31395770597319184,0.07234276041550641,0.15305114320484045,-0.06709929826620525
