date,WF Expanding,WF Rolling,Fixed Parameter,50/50 G-D,100% G,100% D,SPY
2018-08-01,1.0345582957284851,1.0345582957284851,1.0345582957284851,1.033917425181524,1.0343247226506578,1.0332116634322013,1.0368046070348493
2018-08-02,1.042561178323909,1.042561178323909,1.042561178323909,1.0419844168677195,1.046157355926154,1.0375147336731922,1.0424526560576592
2018-08-03,1.047327384311927,1.047327384311927,1.047327384311927,1.0467170808478217,1.0493168887895128,1.0438060282751247,1.0469194137829123
2018-08-06,1.0510753661878223,1.0510753661878223,1.0510753661878223,1.05051610785886,1.0548294498636495,1.0458993412473174,1.0507586105051692
2018-08-07,1.054647424078244,1.054647424078244,1.054647424078244,1.0540985318729712,1.0585505793682175,1.0493430747894075,1.0542286536977197
2018-08-08,1.054706854222336,1.054706854222336,1.054706854222336,1.054216458642874,1.0599234008297485,1.0482169839401836,1.0537856694595766
2018-08-09,1.0538220466442683,1.0538220466442683,1.0538220466442683,1.0533819371450164,1.059937018949555,1.0465439716422016,1.0523459706887304
2018-08-10,1.0468506044935921,1.0468506044935921,1.0468506044935921,1.0463927261658,1.0523916115759098,1.0401063556311014,1.0452951382472133
2018-08-13,1.0436343458403257,1.0436343458403257,1.0436343458403257,1.0432584406075431,1.050587506056874,1.0356584889661529,1.0413821108206784
2018-08-14,1.050300440415271,1.050300440415271,1.050300440415271,1.0499170489572447,1.0572058449663633,1.0423544008661747,1.0480268743761914
