date,Joint Local Best,Old Best + Bond/Credit Incremental,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,SPY Buy & Hold
2025-09-05,4.139297829955354,4.086856846527648,3.909508945018899,3.3766943246746166,4.416043147481778,3.025810721881089
2025-09-08,4.143075715868006,4.089721319066327,3.9169593131695577,3.3846852685402946,4.444960892888647,3.0332438827628008
2025-09-09,4.147077063316207,4.093360240751937,3.9220609062470295,3.3896043608251967,4.457622447696616,3.040256298687076
2025-09-10,4.171401537112877,4.11696115101133,3.946757250613682,3.4115373302088545,4.4940825184621165,3.049045193314242
2025-09-11,4.203675460730318,4.149292729124537,3.975114195944594,3.435497992395115,4.516538043484703,3.074383389520434
2025-09-12,4.187968124391836,4.132616806583896,3.9648581043667015,3.427748169912906,4.5253648393703045,3.073354901849844
2025-09-15,4.193353356275872,4.136174552766944,3.9766436684685,3.439523855715289,4.568123249386453,3.0897172056731526
2025-09-16,4.1909630612967215,4.134252709857184,3.9727968395302335,3.4359655873056547,4.5572841772678165,3.0854630066810724
2025-09-17,4.1936938863099735,4.137957205670323,3.971447151225489,3.4345212959611624,4.540865128880823,3.0816295526417146
2025-09-18,4.213373335010411,4.155758380536256,3.9962922055201844,3.456316450463838,4.592064719073113,3.096028380006415
2025-09-19,4.220810549033766,4.161364889628676,4.009807181567553,3.468186083614094,4.630836135950001,3.11136303699879
2025-09-22,4.23400346738862,4.172433877407873,4.0292260201438435,3.4852357951551958,4.678425198005278,3.126083061011238
2025-09-23,4.229995534006895,4.170775507964365,4.017302564603533,3.474839730844758,4.63541879128939,3.109065963190589
2025-09-24,4.220972813936829,4.162740854959517,4.005800993048856,3.4648867256470846,4.611595425997751,3.0991744820841762
2025-09-25,4.200265823504753,4.142086225425946,3.9869568066219596,3.4485933618960427,4.592796632812259,3.0848763695911776
2025-09-26,4.227235065939022,4.169502526439911,4.010053472912707,3.468539792870939,4.609937102604604,3.1025497742161905
2025-09-29,4.229175133188044,4.170000968958674,4.015672393500034,3.4737496627622635,4.6321996161986405,3.1112692788838823
2025-09-30,4.245510551299919,4.186026864302846,4.031333142254415,3.487360456735487,4.651148944119621,3.122989043223952
2025-10-01,4.267509400625779,4.207337267669431,4.053065653813744,3.5063382821828744,4.680338952624496,3.133630589244923
2025-10-02,4.2643282711166295,4.202335955233186,4.054109453129806,3.5078098641716573,4.700509339375234,3.137240276661853
2025-10-03,4.269300301435128,4.2091448625243135,4.054899758455268,3.5079863410462626,4.6825924652389945,3.137193397606756
2025-10-06,4.277195347431007,4.214617361954182,4.06666212079004,3.519050069018802,4.7184889916426975,3.1484443713722796
2025-10-07,4.260035533401431,4.198700719373507,4.048583709099908,3.5029473758185063,4.687815032853371,3.1367714860873077
2025-10-08,4.278209908527078,4.213178625087453,4.070972372583996,3.5250169347842557,4.748405153571172,3.1554762299763217
2025-10-09,4.259426710192102,4.193292956486267,4.055034690467768,3.512622388624872,4.744593749450424,3.146334813789182
2025-10-10,4.153714330758357,4.093496340065802,3.948684486236073,3.4157265800600825,4.573536003253777,3.0612962037363176
2025-10-13,4.213372028397913,4.149279426448766,4.009032612733639,3.4715551320025875,4.676189286229561,3.1082690192115043
