date,Joint WF Expanding,Joint WF Rolling,Old+Credit WF Expanding,Old+Credit WF Rolling,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,SPY Buy & Hold
2022-08-18,2.0728836056892592,2.1280154527491995,2.15101491690498,2.202731896550056,2.1580856107828126,1.8460253568238574,2.0240168986208924,1.6911555175855757
2022-08-19,2.039059443175115,2.0925617197356723,2.1146392911255982,2.1653276797435863,2.1215648170592543,1.8206916186631712,1.9857111736427817,1.6684297136933293
2022-08-22,1.989978285503269,2.0415113125843876,2.062557299729716,2.1118522038496135,2.069266857685121,1.7808836048094046,1.9329792608458196,1.6336888760990655
2022-08-23,1.9875889108991596,2.0388520847950082,2.0597141492788644,2.108900496800563,2.066403646238598,1.7798917495902469,1.929109696279309,1.629736562379217
2022-08-24,1.9915552857701821,2.0429498571637064,2.063891521084601,2.11317380678918,2.070578962013629,1.7834249482361404,1.9332633119485363,1.6349536164887515
2022-08-25,2.0230423926016474,2.07553401752379,2.097132148156653,2.147215127765278,2.1038656952494796,1.8106382645137842,1.9665581671750991,1.658035128612998
2022-08-26,1.9498080469995072,1.9993755786642908,2.0189757086585893,2.0671828520025213,2.025740167791327,1.7485208893652036,1.8853670154959157,1.6019122737894895
2022-08-29,1.932761493504684,1.981418192779717,2.0002536909586985,2.048038101209643,2.0071571646145903,1.7345757234099464,1.86405572527886,1.5913200730196309
2022-08-30,1.9100796750657425,1.958352149773301,1.9772021790166971,2.024408530216434,1.9839170261689008,1.7139526071170215,1.8443448931153412,1.5738508463798146
2022-08-31,1.8944115875470264,1.9423145462026108,1.9610481748322006,2.007857443646788,1.967681165291459,1.699947812018073,1.8296580754393332,1.5618753358082171
2022-09-01,1.8933335528150594,1.9409777888411288,1.959395762382767,2.0062096631457105,1.9661732373371081,1.6992296169237817,1.8258050138996333,1.5667762048203298
2022-09-02,1.8747015889328686,1.921441058337717,1.9390790144741672,1.9855146498372032,1.9460959869619516,1.6826433135549876,1.8020805457760845,1.5502555334727781
2022-09-06,1.8645494297112748,1.910983732109074,1.9284564978199694,1.9746487559339105,1.9354705891069244,1.6735868585811637,1.7916981032942967,1.5444061091642423
2022-09-07,1.8950693975805244,1.9424913071986205,1.9605660477764038,2.007459896084277,1.9675340269535544,1.7013187434618189,1.8246613797455693,1.5721513514806544
2022-09-08,1.9083194435514201,1.9559135253718,1.9738912821114731,2.0211510869188465,1.981022098938603,1.7130145523461797,1.8349208798572183,1.5824273671489328
2022-09-09,1.9412768197725825,1.9900549968284014,2.0088895660186292,2.056856425221337,2.015879317444455,1.7435307768387,1.873116976873094,1.607010758486971
